cliente_id,customer_id_original,nome,estado,perfil_risco,origem_dado,renda_mensal,saldo_atual,churn_real,prob_churn,predicao_churn,risco,recomendacao
C007636,15702030,Azarov,Franca,Conservador,public_kaggle_churn_modelling,13114.88,104982.57,0,0.3328,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005033,15750569,Iweobiegbunam,Alemanha,Moderado,public_kaggle_churn_modelling,12844.78,102955.14,0,0.3326,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004691,15681990,Palmerston,Alemanha,Conservador,public_kaggle_churn_modelling,4654.94,111769.14,0,0.3324,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003437,15735632,Williamson,Franca,Conservador,public_kaggle_churn_modelling,5311.35,0.0,0,0.3321,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000621,15682585,Guerra,Franca,Conservador,public_kaggle_churn_modelling,5929.51,114193.24,0,0.3319,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007082,15672894,McCawley,Franca,Conservador,public_kaggle_churn_modelling,16576.23,129944.39,0,0.3318,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009030,15722701,Bruno,Alemanha,Conservador,public_kaggle_churn_modelling,13974.13,132694.73,0,0.3318,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006395,15602845,Udinesi,Alemanha,Conservador,public_kaggle_churn_modelling,15156.63,152102.18,0,0.3316,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003272,15708791,Abazu,Espanha,Conservador,public_kaggle_churn_modelling,14094.77,85534.83,0,0.3313,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002291,15674880,Archer,Espanha,Conservador,public_kaggle_churn_modelling,4344.81,0.0,0,0.3313,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000959,15619529,Ndukaku,Espanha,Conservador,public_kaggle_churn_modelling,1000.0,132576.25,0,0.3312,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000570,15706647,Jordan,Franca,Moderado,public_kaggle_churn_modelling,13891.52,0.0,0,0.3309,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004722,15695034,Christie,Franca,Moderado,public_kaggle_churn_modelling,11428.02,123322.15,0,0.3309,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002371,15650258,Sinclair,Franca,Conservador,public_kaggle_churn_modelling,16304.15,113090.4,0,0.3308,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009670,15597739,Tu,Franca,Conservador,public_kaggle_churn_modelling,13170.82,0.0,0,0.3305,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002132,15792660,Gibbons,Franca,Conservador,public_kaggle_churn_modelling,8761.74,116248.88,0,0.3301,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002996,15582492,Moore,Franca,Conservador,public_kaggle_churn_modelling,15469.23,112367.34,0,0.3299,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002784,15659475,Chung,Franca,Conservador,public_kaggle_churn_modelling,6237.57,135703.59,0,0.3297,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008909,15656522,Sutherland,Espanha,Conservador,public_kaggle_churn_modelling,13904.21,158537.42,0,0.3296,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001744,15726088,Vinogradova,Franca,Conservador,public_kaggle_churn_modelling,1894.62,0.0,0,0.3295,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005689,15682021,Lai,Alemanha,Conservador,public_kaggle_churn_modelling,10978.02,104592.55,0,0.3292,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004383,15780561,Hay,Franca,Conservador,public_kaggle_churn_modelling,3240.2,83456.79,0,0.3291,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005061,15681928,Yancy,Franca,Conservador,public_kaggle_churn_modelling,8783.98,108155.49,0,0.3289,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008775,15602934,Dunn,Franca,Conservador,public_kaggle_churn_modelling,12635.33,131698.57,0,0.3288,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005484,15666032,Mancini,Espanha,Conservador,public_kaggle_churn_modelling,3800.96,127289.28,0,0.3287,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003102,15809347,Fanucci,Alemanha,Moderado,public_kaggle_churn_modelling,2573.86,160680.41,0,0.3287,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007392,15766734,Castiglione,Franca,Conservador,public_kaggle_churn_modelling,7971.26,0.0,0,0.3286,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003526,15632551,Buccho,Alemanha,Conservador,public_kaggle_churn_modelling,6277.97,77743.01,0,0.3285,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002386,15728352,Yermakov,Franca,Conservador,public_kaggle_churn_modelling,11847.54,120509.81,0,0.3285,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004939,15727703,Li Fonti,Alemanha,Moderado,public_kaggle_churn_modelling,3068.61,126979.75,0,0.3283,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004236,15609299,Chamberlain,Franca,Conservador,public_kaggle_churn_modelling,7314.26,150685.79,0,0.3282,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009143,15663312,Marino,Franca,Conservador,public_kaggle_churn_modelling,15312.74,112727.06,0,0.328,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009862,15798341,Victor,Franca,Conservador,public_kaggle_churn_modelling,8184.05,0.0,0,0.328,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009336,15739123,Mellor,Alemanha,Moderado,public_kaggle_churn_modelling,1000.0,127552.85,0,0.328,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006331,15715117,Peel,Franca,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.3276,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009738,15741197,Calzada,Espanha,Conservador,public_kaggle_churn_modelling,8941.08,0.0,0,0.3275,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007480,15671987,Meagher,Espanha,Conservador,public_kaggle_churn_modelling,7388.26,153137.74,0,0.3274,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003605,15755798,Feng,Franca,Conservador,public_kaggle_churn_modelling,9495.26,111582.11,0,0.3273,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001593,15729668,Elizabeth,Espanha,Conservador,public_kaggle_churn_modelling,12855.95,60280.62,0,0.3272,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006204,15790763,Trujillo,Espanha,Conservador,public_kaggle_churn_modelling,9265.88,0.0,0,0.3272,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008022,15697691,Sinclair,Franca,Conservador,public_kaggle_churn_modelling,8375.65,0.0,0,0.3272,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001174,15808182,Beneventi,Espanha,Conservador,public_kaggle_churn_modelling,3742.72,92363.3,0,0.3272,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007002,15662854,Manna,Alemanha,Moderado,public_kaggle_churn_modelling,6088.89,139714.4,0,0.3271,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006388,15810807,Alekseeva,Franca,Conservador,public_kaggle_churn_modelling,12708.32,0.0,0,0.327,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005565,15700083,Lai,Espanha,Conservador,public_kaggle_churn_modelling,1000.0,139443.75,0,0.327,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004508,15587690,Madueke,Franca,Conservador,public_kaggle_churn_modelling,12024.19,116498.22,0,0.327,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000636,15633648,Jideofor,Espanha,Conservador,public_kaggle_churn_modelling,4585.2,0.0,0,0.327,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004493,15773260,Tsou,Franca,Conservador,public_kaggle_churn_modelling,8393.13,127763.24,0,0.3269,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009482,15613787,Chidubem,Espanha,Conservador,public_kaggle_churn_modelling,7591.07,116932.59,0,0.3269,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008765,15618203,Tien,Alemanha,Arrojado,public_kaggle_churn_modelling,7225.12,116197.65,0,0.3266,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006765,15645839,Yudin,Franca,Conservador,public_kaggle_churn_modelling,15646.54,0.0,0,0.3266,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006869,15587394,Thomson,Franca,Conservador,public_kaggle_churn_modelling,10942.04,140133.08,0,0.3264,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004667,15691875,Tsou,Alemanha,Moderado,public_kaggle_churn_modelling,8307.46,114491.82,0,0.3264,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009190,15793723,Ch'iu,Alemanha,Conservador,public_kaggle_churn_modelling,14715.05,144272.07,0,0.3263,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008842,15718769,Fallaci,Espanha,Conservador,public_kaggle_churn_modelling,8201.09,113110.26,0,0.3262,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003690,15790829,Gibson,Franca,Conservador,public_kaggle_churn_modelling,10992.2,0.0,0,0.326,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007200,15705343,May,Espanha,Conservador,public_kaggle_churn_modelling,2399.78,0.0,0,0.326,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006694,15665784,She,Franca,Conservador,public_kaggle_churn_modelling,3898.91,128940.24,0,0.3259,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009156,15680666,Berry,Espanha,Conservador,public_kaggle_churn_modelling,13245.72,151963.26,0,0.3257,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003407,15581252,Dolgorukova,Espanha,Conservador,public_kaggle_churn_modelling,1000.0,80922.75,0,0.3257,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005464,15750099,Marshall,Franca,Conservador,public_kaggle_churn_modelling,12677.36,0.0,0,0.3256,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002603,15683521,Godfrey,Alemanha,Conservador,public_kaggle_churn_modelling,10757.07,142574.71,0,0.3244,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005583,15596972,Brownlow,Franca,Conservador,public_kaggle_churn_modelling,11994.86,0.0,0,0.3242,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006149,15806945,Udobata,Franca,Conservador,public_kaggle_churn_modelling,16361.04,88594.14,0,0.3242,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006979,15778604,Nicholson,Franca,Conservador,public_kaggle_churn_modelling,9363.91,0.0,0,0.3242,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008166,15813503,Pickering,Espanha,Conservador,public_kaggle_churn_modelling,7424.93,154712.58,0,0.3241,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006113,15654372,Pearce,Alemanha,Conservador,public_kaggle_churn_modelling,11539.85,94682.56,0,0.3241,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005918,15812184,Rose,Franca,Conservador,public_kaggle_churn_modelling,10746.17,0.0,0,0.324,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008021,15669491,Cruz,Franca,Arrojado,public_kaggle_churn_modelling,1582.18,157866.77,0,0.3238,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008582,15580213,McIntyre,Franca,Conservador,public_kaggle_churn_modelling,7450.21,0.0,0,0.3236,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004589,15761720,Mead,Franca,Conservador,public_kaggle_churn_modelling,1000.0,153238.88,0,0.3236,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008975,15697129,Ulyanova,Espanha,Conservador,public_kaggle_churn_modelling,2663.56,0.0,0,0.3235,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009145,15731463,Gboliwe,Alemanha,Arrojado,public_kaggle_churn_modelling,6578.47,105301.5,0,0.3234,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009243,15630704,Haworth,Alemanha,Conservador,public_kaggle_churn_modelling,14757.68,106520.73,0,0.3233,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005095,15617166,Ritchie,Franca,Conservador,public_kaggle_churn_modelling,9542.89,0.0,0,0.3232,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007367,15649183,Johnston,Espanha,Conservador,public_kaggle_churn_modelling,7388.23,0.0,0,0.3232,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003864,15645095,Huang,Franca,Conservador,public_kaggle_churn_modelling,4294.75,0.0,0,0.3231,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004475,15719827,O'Donnell,Franca,Conservador,public_kaggle_churn_modelling,5428.94,0.0,0,0.3231,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002999,15766289,Dickinson,Franca,Moderado,public_kaggle_churn_modelling,13563.41,142669.93,0,0.3231,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006435,15703167,Rouse,Franca,Conservador,public_kaggle_churn_modelling,16158.59,0.0,0,0.323,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007939,15807305,Watkins,Franca,Conservador,public_kaggle_churn_modelling,13887.53,0.0,0,0.323,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005158,15751185,Aparicio,Espanha,Moderado,public_kaggle_churn_modelling,16148.82,158633.61,0,0.323,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000451,15794396,Newbold,Alemanha,Conservador,public_kaggle_churn_modelling,3340.36,174937.64,0,0.3229,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009789,15571756,Ohearn,Franca,Conservador,public_kaggle_churn_modelling,4945.97,0.0,0,0.3227,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009344,15798749,Davidson,Alemanha,Moderado,public_kaggle_churn_modelling,8159.17,152063.59,0,0.3225,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000560,15571816,Ritchie,Espanha,Moderado,public_kaggle_churn_modelling,1000.0,0.0,0,0.3224,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002497,15625623,Stevenson,Franca,Conservador,public_kaggle_churn_modelling,10087.77,0.0,0,0.3223,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002960,15673619,Bazhenov,Franca,Conservador,public_kaggle_churn_modelling,5344.09,162560.32,0,0.3222,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005379,15720968,Young,Alemanha,Conservador,public_kaggle_churn_modelling,12294.42,130274.26,0,0.3221,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001804,15707078,Kruglov,Franca,Conservador,public_kaggle_churn_modelling,10287.88,180530.51,0,0.3219,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007994,15754494,Ah Mouy,Franca,Conservador,public_kaggle_churn_modelling,5269.97,152805.05,0,0.3219,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009824,15622658,Lai,Franca,Conservador,public_kaggle_churn_modelling,4148.23,144258.52,0,0.3218,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004803,15756871,Capon,Espanha,Conservador,public_kaggle_churn_modelling,11239.85,0.0,0,0.3218,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007948,15785326,Randall,Espanha,Conservador,public_kaggle_churn_modelling,4971.09,136526.26,0,0.3217,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004766,15755863,Milano,Espanha,Conservador,public_kaggle_churn_modelling,13571.52,0.0,0,0.3217,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006640,15583076,Deleon,Alemanha,Conservador,public_kaggle_churn_modelling,16563.88,106116.56,0,0.3217,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002833,15758171,Tien,Franca,Conservador,public_kaggle_churn_modelling,4646.97,0.0,0,0.3215,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006052,15623220,Brown,Espanha,Conservador,public_kaggle_churn_modelling,3101.2,0.0,0,0.3213,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009786,15609187,Cox,Franca,Conservador,public_kaggle_churn_modelling,5897.91,155879.09,0,0.3213,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005574,15628893,Power,Franca,Conservador,public_kaggle_churn_modelling,5530.61,0.0,0,0.3211,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003824,15585823,Wilson,Franca,Conservador,public_kaggle_churn_modelling,8010.96,128131.73,0,0.321,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008049,15595713,Heller,Espanha,Conservador,public_kaggle_churn_modelling,2644.03,0.0,0,0.3207,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001719,15762745,Macvitie,Espanha,Conservador,public_kaggle_churn_modelling,11137.78,0.0,0,0.3207,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004990,15602851,Ozioma,Franca,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.3205,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000041,15619360,Hsiao,Espanha,Conservador,public_kaggle_churn_modelling,5846.18,0.0,0,0.3204,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003740,15801125,Kegley,Franca,Conservador,public_kaggle_churn_modelling,8904.31,0.0,0,0.3204,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007902,15622182,Daniels,Alemanha,Conservador,public_kaggle_churn_modelling,9231.33,153538.13,0,0.3203,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009252,15624013,Maxwell,Franca,Conservador,public_kaggle_churn_modelling,2107.44,109844.81,0,0.3203,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005480,15648766,Robertson,Espanha,Conservador,public_kaggle_churn_modelling,7874.07,116969.35,0,0.32,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005313,15726178,Hardy,Espanha,Conservador,public_kaggle_churn_modelling,15269.61,0.0,0,0.32,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003575,15683375,Compton,Franca,Conservador,public_kaggle_churn_modelling,9579.28,0.0,0,0.3198,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005367,15812230,Elliot,Alemanha,Arrojado,public_kaggle_churn_modelling,8360.33,49508.79,0,0.3198,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009283,15799435,Hayes,Espanha,Conservador,public_kaggle_churn_modelling,11659.95,0.0,0,0.3196,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009289,15769308,Herbert,Alemanha,Conservador,public_kaggle_churn_modelling,16394.26,81231.85,0,0.3195,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004478,15595609,Sykes,Alemanha,Moderado,public_kaggle_churn_modelling,4503.22,135870.01,0,0.3195,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003811,15746802,Onio,Franca,Conservador,public_kaggle_churn_modelling,16178.7,131286.46,0,0.3195,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004520,15713769,Michelides,Espanha,Conservador,public_kaggle_churn_modelling,2269.94,0.0,0,0.3193,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002949,15694395,Ts'ui,Franca,Conservador,public_kaggle_churn_modelling,12891.72,138740.24,0,0.3193,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002829,15716449,Fraser,Espanha,Conservador,public_kaggle_churn_modelling,8227.85,132168.28,0,0.3192,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003305,15676513,Burns,Alemanha,Conservador,public_kaggle_churn_modelling,14782.04,71553.83,0,0.3192,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005954,15696141,Kruglov,Espanha,Conservador,public_kaggle_churn_modelling,3918.23,0.0,0,0.3191,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007024,15605791,Li,Alemanha,Conservador,public_kaggle_churn_modelling,2671.94,144287.6,0,0.3191,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004345,15585427,Madueke,Franca,Conservador,public_kaggle_churn_modelling,13899.99,102073.67,0,0.3191,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007310,15793317,Hale,Espanha,Conservador,public_kaggle_churn_modelling,9845.23,141287.15,0,0.3191,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003545,15642655,Savage,Espanha,Conservador,public_kaggle_churn_modelling,10893.91,0.0,0,0.3191,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007727,15757617,Lewis,Franca,Moderado,public_kaggle_churn_modelling,1000.0,134140.68,0,0.3189,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009463,15737385,Curtis,Espanha,Conservador,public_kaggle_churn_modelling,14327.34,0.0,0,0.3188,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005768,15573284,Olisanugo,Franca,Conservador,public_kaggle_churn_modelling,1000.0,0.0,0,0.3188,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001893,15773487,Conway,Alemanha,Conservador,public_kaggle_churn_modelling,16335.14,76798.92,0,0.3188,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009668,15696054,Tychonoff,Franca,Conservador,public_kaggle_churn_modelling,10097.99,0.0,0,0.3185,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007965,15695097,Chiedozie,Alemanha,Conservador,public_kaggle_churn_modelling,11181.26,100954.88,0,0.3184,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004419,15644356,Prokhorova,Espanha,Moderado,public_kaggle_churn_modelling,12024.25,134032.01,0,0.3184,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004492,15726832,Donnelly,Alemanha,Arrojado,public_kaggle_churn_modelling,7671.15,141784.02,0,0.3178,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006788,15596074,Keating,Franca,Conservador,public_kaggle_churn_modelling,6386.89,0.0,0,0.3177,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000981,15624729,Tsao,Franca,Conservador,public_kaggle_churn_modelling,12659.37,197041.8,0,0.3176,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000425,15566111,Estes,Franca,Conservador,public_kaggle_churn_modelling,4080.3,0.0,0,0.3175,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004895,15636872,Amadi,Franca,Conservador,public_kaggle_churn_modelling,14290.21,144705.87,0,0.3173,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001732,15721730,Amechi,Espanha,Conservador,public_kaggle_churn_modelling,4880.11,0.0,0,0.3173,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001572,15615012,Fan,Franca,Conservador,public_kaggle_churn_modelling,13414.04,156267.59,0,0.3173,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006938,15711181,Clapp,Franca,Conservador,public_kaggle_churn_modelling,15173.08,0.0,0,0.3169,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002422,15574842,Lorenzo,Alemanha,Arrojado,public_kaggle_churn_modelling,16613.1,158266.42,0,0.3168,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007816,15735784,Gardner,Franca,Conservador,public_kaggle_churn_modelling,3987.38,0.0,0,0.3167,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C007444,15707042,Dellucci,Franca,Conservador,public_kaggle_churn_modelling,5278.39,87413.19,0,0.3167,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005622,15807524,Chukwuma,Franca,Conservador,public_kaggle_churn_modelling,11199.56,0.0,0,0.3165,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009437,15771000,Powell,Franca,Conservador,public_kaggle_churn_modelling,6300.82,0.0,0,0.3165,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009892,15731755,Hull,Franca,Conservador,public_kaggle_churn_modelling,15584.04,0.0,0,0.3164,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005561,15631436,Gleeson,Franca,Conservador,public_kaggle_churn_modelling,13244.8,0.0,0,0.3163,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008989,15812279,William,Franca,Conservador,public_kaggle_churn_modelling,14065.15,115345.86,0,0.3163,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C003795,15621409,Endrizzi,Franca,Conservador,public_kaggle_churn_modelling,5539.1,127845.83,0,0.3162,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001149,15616529,Hsieh,Espanha,Conservador,public_kaggle_churn_modelling,3477.06,0.0,0,0.316,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005336,15596649,Bailey,Franca,Conservador,public_kaggle_churn_modelling,11454.38,0.0,0,0.316,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C009721,15621815,Obiajulu,Franca,Moderado,public_kaggle_churn_modelling,1027.34,165526.71,0,0.316,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C002375,15726186,Genovese,Espanha,Conservador,public_kaggle_churn_modelling,8165.29,133434.57,0,0.3158,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C000437,15693737,Carr,Alemanha,Conservador,public_kaggle_churn_modelling,10818.91,79871.02,0,0.3158,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C001301,15724620,Dodds,Franca,Conservador,public_kaggle_churn_modelling,13542.63,134752.08,0,0.3158,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C006583,15785975,Mason,Espanha,Conservador,public_kaggle_churn_modelling,14002.91,0.0,0,0.3158,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C005793,15795186,Leonard,Franca,Conservador,public_kaggle_churn_modelling,9641.68,0.0,0,0.3157,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C004954,15684516,Plascencia,Espanha,Conservador,public_kaggle_churn_modelling,9946.49,121151.05,0,0.3157,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
C008546,15674179,Vorobyova,Alemanha,Conservador,public_kaggle_churn_modelling,10380.92,60515.13,0,0.3157,0,Baixo,Manter relacionamento com comunicacao de valor e monitoramento leve.
