cliente_id,customer_id_original,nome,idade,genero,cidade,estado,renda_mensal,saldo_atual,score_credito,tempo_relacionamento,produtos_ativos,tem_cartao_credito,membro_ativo,perfil_risco,data_cadastro,churn_flag,origem_dado
C000451,15794396,Newbold,38,Feminino,Berlim,Alemanha,3340.36,174937.64,494,7,1,1,0,Conservador,2018-02-06,0,public_kaggle_churn_modelling
C000452,15785798,Uchechukwu,40,Masculino,Paris,Franca,9936.03,0.0,850,9,2,0,1,Moderado,2016-02-06,0,public_kaggle_churn_modelling
C000453,15710825,Ch'en,31,Masculino,Madrid,Espanha,3660.11,110071.1,592,7,1,0,0,Conservador,2018-02-04,0,public_kaggle_churn_modelling
C000454,15668444,He,44,Feminino,Madrid,Espanha,5185.23,139432.37,590,3,1,1,0,Conservador,2022-02-02,0,public_kaggle_churn_modelling
C000455,15726631,Hilton,39,Feminino,Paris,Franca,4714.75,127357.76,758,6,1,0,1,Arrojado,2019-02-02,0,public_kaggle_churn_modelling
C000456,15733797,Sal,36,Masculino,Paris,Franca,13687.78,0.0,506,5,2,1,0,Conservador,2020-02-01,0,public_kaggle_churn_modelling
C000457,15747960,Eluemuno,33,Masculino,Paris,Franca,1000.0,0.0,733,3,1,1,1,Moderado,2022-01-30,0,public_kaggle_churn_modelling
C000458,15634632,Titus,38,Masculino,Paris,Franca,5707.29,0.0,711,3,2,1,0,Conservador,2022-01-29,0,public_kaggle_churn_modelling
C000459,15707362,Yin,43,Masculino,Berlim,Alemanha,16606.16,95556.31,514,1,1,0,1,Conservador,2024-01-28,1,public_kaggle_churn_modelling
C000460,15662976,Lettiere,37,Masculino,Madrid,Espanha,15505.2,0.0,637,8,1,1,1,Conservador,2017-01-28,0,public_kaggle_churn_modelling
C000461,15732778,Templeman,29,Masculino,Berlim,Alemanha,16309.26,111681.98,468,1,2,1,1,Moderado,2024-01-26,0,public_kaggle_churn_modelling
C000462,15718443,Chibuzo,39,Masculino,Paris,Franca,3057.68,0.0,539,3,2,1,0,Conservador,2022-01-25,0,public_kaggle_churn_modelling
C000463,15670039,Sun,25,Feminino,Madrid,Espanha,8910.05,108738.71,509,3,2,1,0,Conservador,2022-01-24,0,public_kaggle_churn_modelling
C000464,15773792,Evans,32,Feminino,Paris,Franca,4060.47,133950.37,662,4,1,1,1,Moderado,2021-01-23,1,public_kaggle_churn_modelling
C000465,15613786,Ogbonnaya,26,Masculino,Madrid,Espanha,13919.74,0.0,818,4,2,1,1,Moderado,2021-01-22,0,public_kaggle_churn_modelling
C000466,15726032,Enyinnaya,33,Masculino,Paris,Franca,5731.44,89968.69,608,9,1,1,0,Conservador,2016-01-23,0,public_kaggle_churn_modelling
C000467,15663252,Olisanugo,32,Feminino,Madrid,Espanha,1577.08,0.0,850,9,2,1,1,Moderado,2016-01-22,0,public_kaggle_churn_modelling
C000468,15593782,Brookes,38,Feminino,Berlim,Alemanha,5992.15,130878.75,816,5,3,1,0,Moderado,2020-01-20,1,public_kaggle_churn_modelling
C000469,15633283,Padovano,35,Masculino,Paris,Franca,5402.77,0.0,536,8,2,1,0,Conservador,2017-01-19,0,public_kaggle_churn_modelling
C000470,15749167,Fisk,35,Masculino,Paris,Franca,15403.65,0.0,753,3,2,1,1,Moderado,2022-01-17,0,public_kaggle_churn_modelling
C000471,15759298,Shih,27,Masculino,Madrid,Espanha,14727.5,134169.62,631,10,1,1,1,Moderado,2015-01-18,0,public_kaggle_churn_modelling
C000472,15683625,Hare,37,Masculino,Paris,Franca,1719.12,149762.08,703,1,1,1,0,Conservador,2024-01-15,1,public_kaggle_churn_modelling
C000473,15635367,Muir,26,Masculino,Paris,Franca,2367.95,93844.69,774,2,1,1,0,Moderado,2023-01-14,0,public_kaggle_churn_modelling
C000474,15681705,Fanucci,28,Masculino,Paris,Franca,6435.94,0.0,785,8,2,1,0,Conservador,2017-01-14,0,public_kaggle_churn_modelling
C000475,15603156,Elewechi,33,Feminino,Paris,Franca,8562.56,0.0,571,1,2,1,0,Conservador,2024-01-12,0,public_kaggle_churn_modelling
C000476,15591986,Johnston,46,Masculino,Berlim,Alemanha,2881.73,141078.37,621,6,1,0,0,Conservador,2019-01-12,1,public_kaggle_churn_modelling
C000477,15798888,Pisano,31,Feminino,Berlim,Alemanha,15299.9,117992.59,605,1,1,1,1,Moderado,2024-01-10,0,public_kaggle_churn_modelling
C000478,15809722,Ankudinov,40,Feminino,Paris,Franca,12279.86,100812.33,611,8,2,1,0,Conservador,2017-01-10,0,public_kaggle_churn_modelling
C000479,15677538,Nwokike,38,Masculino,Paris,Franca,9039.1,0.0,569,7,1,1,1,Conservador,2018-01-09,0,public_kaggle_churn_modelling
C000480,15797736,Smith,29,Masculino,Paris,Franca,1717.74,80262.6,658,4,1,1,1,Arrojado,2021-01-07,0,public_kaggle_churn_modelling
C000481,15695585,Atkins,34,Masculino,Madrid,Espanha,15099.73,156478.62,788,6,1,0,1,Arrojado,2019-01-07,0,public_kaggle_churn_modelling
C000482,15744398,Burns,23,Feminino,Paris,Franca,13354.09,0.0,525,5,2,1,0,Conservador,2020-01-06,0,public_kaggle_churn_modelling
C000483,15750658,Obiuto,37,Masculino,Paris,Franca,9231.94,0.0,798,8,3,0,0,Conservador,2017-01-05,0,public_kaggle_churn_modelling
C000484,15578186,Pirozzi,37,Masculino,Berlim,Alemanha,12082.94,115217.99,486,9,2,1,0,Conservador,2016-01-05,0,public_kaggle_churn_modelling
C000485,15676519,George,61,Masculino,Madrid,Espanha,12518.99,0.0,615,9,2,1,0,Conservador,2016-01-04,1,public_kaggle_churn_modelling
C000486,15637954,Lewis,35,Feminino,Paris,Franca,4476.52,155470.55,730,0,1,1,1,Arrojado,2024-12-31,0,public_kaggle_churn_modelling
C000487,15758639,Moran,37,Masculino,Paris,Franca,6270.69,0.0,641,7,2,1,0,Conservador,2018-01-01,0,public_kaggle_churn_modelling
C000488,15613772,Dalrymple,39,Masculino,Paris,Franca,1196.12,135096.77,542,3,1,1,1,Conservador,2021-12-30,1,public_kaggle_churn_modelling
C000489,15731744,Carslaw,30,Masculino,Paris,Franca,10873.88,0.0,692,2,2,0,1,Moderado,2022-12-29,0,public_kaggle_churn_modelling
C000490,15807709,Kirby,55,Feminino,Berlim,Alemanha,8343.98,180075.22,714,9,1,1,1,Arrojado,2015-12-30,0,public_kaggle_churn_modelling
C000491,15714689,Houghton,29,Masculino,Madrid,Espanha,16363.01,97541.24,591,1,1,1,1,Moderado,2023-12-27,0,public_kaggle_churn_modelling
C000492,15699005,Martin,41,Feminino,Paris,Franca,1000.0,156067.05,710,2,1,1,1,Arrojado,2022-12-26,0,public_kaggle_churn_modelling
C000493,15624170,Tan,38,Feminino,Paris,Franca,9914.56,81550.94,639,4,2,0,1,Moderado,2020-12-25,0,public_kaggle_churn_modelling
C000494,15725679,Hsia,47,Feminino,Paris,Franca,16249.86,0.0,531,6,1,0,0,Conservador,2018-12-25,1,public_kaggle_churn_modelling
C000495,15585865,Westerberg,38,Feminino,Paris,Franca,11241.78,170061.92,673,2,2,0,0,Conservador,2022-12-23,1,public_kaggle_churn_modelling
C000496,15804256,Hale,36,Masculino,Berlim,Alemanha,6077.05,92310.54,765,8,2,1,1,Arrojado,2016-12-23,0,public_kaggle_churn_modelling
C000497,15662403,Kryukova,32,Feminino,Paris,Franca,8421.5,169089.38,622,6,2,1,0,Conservador,2018-12-22,0,public_kaggle_churn_modelling
C000498,15733616,Sopuluchukwu,40,Masculino,Paris,Franca,11903.22,80613.93,806,5,1,1,1,Arrojado,2019-12-21,0,public_kaggle_churn_modelling
C000499,15591995,Barry,26,Masculino,Berlim,Alemanha,10588.25,121581.56,757,8,2,1,1,Arrojado,2016-12-20,0,public_kaggle_churn_modelling
C000500,15677020,Selezneva,58,Feminino,Paris,Franca,9708.66,0.0,570,8,1,0,1,Conservador,2016-12-19,1,public_kaggle_churn_modelling
C000501,15727688,Chizuoke,32,Masculino,Madrid,Espanha,4533.82,0.0,555,4,2,1,1,Conservador,2020-12-17,0,public_kaggle_churn_modelling
C000502,15715941,Lueck,54,Masculino,Paris,Franca,7393.49,0.0,692,5,2,1,1,Moderado,2019-12-17,0,public_kaggle_churn_modelling
C000503,15714485,Udinese,60,Masculino,Paris,Franca,6177.96,85891.55,774,5,1,1,0,Moderado,2019-12-16,1,public_kaggle_churn_modelling
C000504,15730059,Udobata,44,Masculino,Madrid,Espanha,9278.85,77637.35,638,9,2,1,1,Moderado,2015-12-16,0,public_kaggle_churn_modelling
C000505,15715527,Freeman,41,Feminino,Madrid,Espanha,16241.85,0.0,543,4,1,0,0,Conservador,2020-12-13,0,public_kaggle_churn_modelling
C000506,15576623,Outlaw,31,Masculino,Paris,Franca,2622.86,0.0,584,5,2,1,0,Conservador,2019-12-13,0,public_kaggle_churn_modelling
C000507,15805565,Obiuto,30,Masculino,Berlim,Alemanha,1766.53,116927.89,691,7,1,1,0,Moderado,2017-12-12,0,public_kaggle_churn_modelling
C000508,15677307,Lo,40,Feminino,Berlim,Alemanha,15581.38,137326.65,684,6,1,1,0,Moderado,2018-12-11,0,public_kaggle_churn_modelling
C000509,15773890,Okechukwu,22,Masculino,Paris,Franca,9766.85,0.0,733,5,2,1,1,Moderado,2019-12-10,0,public_kaggle_churn_modelling
C000510,15598883,King,37,Feminino,Madrid,Espanha,11978.27,0.0,599,2,2,1,1,Conservador,2022-12-08,0,public_kaggle_churn_modelling
C000511,15568506,Forbes,31,Feminino,Berlim,Alemanha,13484.27,67238.98,524,10,2,1,1,Moderado,2014-12-09,0,public_kaggle_churn_modelling
C000512,15761043,Macleod,38,Feminino,Berlim,Alemanha,8174.24,86569.76,632,6,2,1,0,Conservador,2018-12-07,0,public_kaggle_churn_modelling
C000513,15782236,Gibbs,34,Masculino,Madrid,Espanha,5924.62,0.0,735,5,2,0,0,Conservador,2019-12-06,0,public_kaggle_churn_modelling
C000514,15593601,Isayev,34,Masculino,Paris,Franca,1092.27,133598.4,734,6,1,1,1,Arrojado,2018-12-05,0,public_kaggle_churn_modelling
C000515,15682048,Pisano,51,Feminino,Paris,Franca,5592.55,136188.78,605,3,1,1,1,Conservador,2021-12-03,1,public_kaggle_churn_modelling
C000516,15746902,Belstead,38,Masculino,Madrid,Espanha,7352.08,0.0,793,9,2,1,0,Conservador,2015-12-04,0,public_kaggle_churn_modelling
C000517,15752081,Vassiliev,56,Feminino,Paris,Franca,5188.07,0.0,468,10,3,0,1,Conservador,2014-12-03,1,public_kaggle_churn_modelling
C000518,15781307,Schneider,37,Masculino,Berlim,Alemanha,11327.14,120092.52,779,7,2,1,0,Moderado,2017-12-01,0,public_kaggle_churn_modelling
C000519,15775912,Mazzanti,48,Masculino,Paris,Franca,14817.99,101238.24,698,4,2,0,1,Moderado,2020-11-29,1,public_kaggle_churn_modelling
C000520,15745417,Knipe,58,Masculino,Paris,Franca,10539.26,89685.92,707,6,1,0,1,Arrojado,2018-11-29,0,public_kaggle_churn_modelling
C000521,15671256,Macartney,35,Feminino,Paris,Franca,15714.51,211774.31,850,1,1,1,0,Moderado,2023-11-27,1,public_kaggle_churn_modelling
C000522,15653547,Madukwe,56,Masculino,Paris,Franca,9931.29,131317.48,850,7,1,1,1,Arrojado,2017-11-27,0,public_kaggle_churn_modelling
C000523,15595766,Watts,37,Masculino,Madrid,Espanha,11591.14,93722.73,527,5,2,1,1,Moderado,2019-11-26,0,public_kaggle_churn_modelling
C000524,15742358,Humphreys,32,Masculino,Berlim,Alemanha,9659.71,101160.99,696,8,1,1,1,Arrojado,2016-11-25,0,public_kaggle_churn_modelling
C000525,15763274,Wu,48,Masculino,Paris,Franca,8038.6,120320.54,661,3,1,0,0,Moderado,2021-11-23,0,public_kaggle_churn_modelling
C000526,15786063,Chin,31,Feminino,Paris,Franca,9362.46,0.0,776,2,2,1,1,Moderado,2022-11-22,0,public_kaggle_churn_modelling
C000527,15600258,Chesnokova,43,Masculino,Paris,Franca,13775.32,0.0,701,2,2,1,1,Moderado,2022-11-21,0,public_kaggle_churn_modelling
C000528,15573318,Kung,26,Masculino,Paris,Franca,13835.92,0.0,610,8,2,1,0,Conservador,2016-11-21,0,public_kaggle_churn_modelling
C000529,15653849,Lu,48,Feminino,Berlim,Alemanha,3200.98,152827.99,572,3,1,1,0,Conservador,2021-11-19,1,public_kaggle_churn_modelling
C000530,15694272,Nkemakolam,30,Masculino,Paris,Franca,6481.95,64097.75,673,1,1,1,1,Arrojado,2023-11-18,0,public_kaggle_churn_modelling
C000531,15736112,Walton,57,Feminino,Madrid,Espanha,2489.32,119035.35,519,2,2,1,1,Moderado,2022-11-17,0,public_kaggle_churn_modelling
C000532,15749851,Brookes,26,Feminino,Madrid,Espanha,4978.97,135219.57,702,4,1,0,1,Arrojado,2020-11-16,0,public_kaggle_churn_modelling
C000533,15663478,Baldwin,32,Masculino,Paris,Franca,6659.93,93694.42,729,6,1,1,1,Arrojado,2018-11-16,0,public_kaggle_churn_modelling
C000534,15592300,Mai,35,Masculino,Madrid,Espanha,6397.79,59408.63,543,10,1,1,0,Conservador,2014-11-16,0,public_kaggle_churn_modelling
C000535,15567832,Shih,40,Feminino,Paris,Franca,4501.58,114354.95,550,7,1,1,0,Conservador,2017-11-14,0,public_kaggle_churn_modelling
C000536,15776780,He,59,Masculino,Paris,Franca,5887.47,0.0,608,1,1,1,0,Conservador,2023-11-12,1,public_kaggle_churn_modelling
C000537,15592846,Fiorentini,35,Masculino,Berlim,Alemanha,4924.45,128173.9,639,10,2,1,0,Conservador,2014-11-13,0,public_kaggle_churn_modelling
C000538,15739803,Lucciano,34,Masculino,Madrid,Espanha,10630.82,0.0,686,9,2,1,0,Conservador,2015-11-12,0,public_kaggle_churn_modelling
C000539,15794142,Ferreira,62,Feminino,Berlim,Alemanha,1521.75,114931.35,564,5,3,0,1,Conservador,2019-11-10,1,public_kaggle_churn_modelling
C000540,15762729,Ukaegbunam,28,Feminino,Berlim,Alemanha,6106.33,111071.36,745,1,1,1,0,Moderado,2023-11-08,1,public_kaggle_churn_modelling
C000541,15667896,De Luca,37,Masculino,Paris,Franca,11344.12,151226.18,833,8,2,1,1,Arrojado,2016-11-08,0,public_kaggle_churn_modelling
C000542,15626578,Milne,26,Masculino,Paris,Franca,12769.8,0.0,622,9,2,1,1,Conservador,2015-11-08,0,public_kaggle_churn_modelling
C000543,15776223,Davide,42,Feminino,Paris,Franca,8903.43,64740.12,597,4,1,1,1,Moderado,2020-11-05,0,public_kaggle_churn_modelling
C000544,15705953,Kodilinyechukwu,51,Masculino,Madrid,Espanha,9089.86,169312.13,721,0,1,1,0,Conservador,2024-11-03,1,public_kaggle_churn_modelling
C000545,15802593,Little,49,Feminino,Paris,Franca,7318.51,0.0,504,7,3,0,1,Conservador,2017-11-04,1,public_kaggle_churn_modelling
C000546,15615457,Burns,44,Feminino,Madrid,Espanha,10553.75,112652.08,842,2,2,1,0,Moderado,2022-11-02,0,public_kaggle_churn_modelling
C000547,15708916,Paterson,38,Masculino,Paris,Franca,3951.18,0.0,587,0,2,1,0,Conservador,2024-10-31,0,public_kaggle_churn_modelling
C000548,15720187,Han,30,Feminino,Berlim,Alemanha,3490.0,143964.36,479,7,2,1,0,Conservador,2017-11-01,0,public_kaggle_churn_modelling
C000549,15595440,Kryukova,49,Masculino,Paris,Franca,6317.34,122451.46,508,7,2,1,1,Moderado,2017-10-31,0,public_kaggle_churn_modelling
C000550,15600651,Ijendu,24,Masculino,Paris,Franca,3992.59,0.0,749,1,3,1,1,Moderado,2023-10-29,0,public_kaggle_churn_modelling
C000551,15750141,Reichard,36,Feminino,Berlim,Alemanha,2394.82,65253.07,721,3,2,1,0,Moderado,2021-10-28,0,public_kaggle_churn_modelling
C000552,15657284,Day,47,Masculino,Berlim,Alemanha,1000.0,106901.94,674,6,1,1,1,Moderado,2018-10-28,1,public_kaggle_churn_modelling
C000553,15763063,Price,25,Feminino,Madrid,Espanha,10130.19,128509.63,685,10,1,1,0,Moderado,2014-10-28,0,public_kaggle_churn_modelling
C000554,15709324,Bruce,34,Masculino,Paris,Franca,4583.65,0.0,417,7,2,1,0,Conservador,2017-10-26,0,public_kaggle_churn_modelling
C000555,15711309,Sumrall,33,Masculino,Berlim,Alemanha,16094.29,129834.67,574,3,1,1,0,Conservador,2021-10-24,0,public_kaggle_churn_modelling
C000556,15775318,Lu,51,Feminino,Madrid,Espanha,15994.36,154962.99,590,3,3,0,1,Conservador,2021-10-23,1,public_kaggle_churn_modelling
C000557,15705515,Lazarev,40,Masculino,Berlim,Alemanha,13284.84,138241.9,587,5,2,1,0,Conservador,2019-10-23,0,public_kaggle_churn_modelling
C000558,15634844,Miller,41,Masculino,Berlim,Alemanha,15955.73,91536.93,598,3,1,1,0,Conservador,2021-10-21,1,public_kaggle_churn_modelling
C000559,15717046,Wentworth-Shields,53,Masculino,Madrid,Espanha,3242.81,0.0,741,3,2,1,1,Moderado,2021-10-20,0,public_kaggle_churn_modelling
C000560,15571816,Ritchie,70,Feminino,Madrid,Espanha,1000.0,0.0,850,5,1,1,1,Moderado,2019-10-20,0,public_kaggle_churn_modelling
C000561,15670080,Mackenzie,29,Feminino,Berlim,Alemanha,11540.84,105204.01,584,7,1,0,1,Moderado,2017-10-19,0,public_kaggle_churn_modelling
C000562,15800440,Power,61,Masculino,Madrid,Espanha,6914.22,152968.73,650,1,1,0,1,Arrojado,2023-10-17,0,public_kaggle_churn_modelling
C000563,15665678,Tan,36,Masculino,Madrid,Espanha,6395.39,158261.68,607,8,1,1,1,Moderado,2016-10-17,0,public_kaggle_churn_modelling
C000564,15665956,Pendergrass,46,Feminino,Paris,Franca,5937.05,0.0,509,1,1,1,0,Conservador,2023-10-15,1,public_kaggle_churn_modelling
C000565,15788126,Evans,38,Feminino,Madrid,Espanha,1015.18,121021.05,689,6,1,1,1,Arrojado,2018-10-15,0,public_kaggle_churn_modelling
C000566,15811773,Hsia,36,Masculino,Paris,Franca,11767.54,0.0,543,4,2,1,1,Conservador,2020-10-13,0,public_kaggle_churn_modelling
C000567,15651674,Billson,54,Feminino,Madrid,Espanha,15980.26,0.0,438,2,1,0,0,Conservador,2022-10-12,1,public_kaggle_churn_modelling
C000568,15689614,Teng,63,Feminino,Madrid,Espanha,3161.56,137715.66,687,1,1,1,1,Arrojado,2023-10-11,0,public_kaggle_churn_modelling
C000569,15795564,Moretti,31,Masculino,Berlim,Alemanha,6240.88,121192.22,737,5,2,1,1,Arrojado,2019-10-11,0,public_kaggle_churn_modelling
C000570,15706647,Jordan,31,Masculino,Paris,Franca,13891.52,0.0,761,7,3,1,1,Moderado,2017-10-10,0,public_kaggle_churn_modelling
C000571,15728505,Ts'ao,44,Masculino,Paris,Franca,5223.21,100486.18,601,1,2,1,1,Moderado,2023-10-08,0,public_kaggle_churn_modelling
C000572,15730076,Osborne,45,Masculino,Paris,Franca,5645.01,0.0,651,1,1,1,0,Conservador,2023-10-07,1,public_kaggle_churn_modelling
C000573,15622003,Carslaw,35,Masculino,Paris,Franca,13459.98,92566.53,745,9,2,1,0,Moderado,2015-10-08,0,public_kaggle_churn_modelling
C000574,15607312,Ch'ang,49,Feminino,Madrid,Espanha,13319.65,0.0,648,10,2,1,1,Conservador,2014-10-07,1,public_kaggle_churn_modelling
C000575,15644753,Hung,40,Masculino,Madrid,Espanha,2573.07,110929.96,848,3,1,1,1,Arrojado,2021-10-04,0,public_kaggle_churn_modelling
C000576,15653620,Gordon,27,Feminino,Paris,Franca,1238.18,0.0,546,8,2,1,1,Conservador,2016-10-04,0,public_kaggle_churn_modelling
C000577,15761986,Obialo,32,Feminino,Madrid,Espanha,6307.16,138901.61,439,3,1,1,0,Conservador,2021-10-02,0,public_kaggle_churn_modelling
C000578,15633922,Gray,30,Masculino,Paris,Franca,12015.26,123217.66,755,4,2,0,1,Arrojado,2020-10-01,0,public_kaggle_churn_modelling
C000579,15734674,Lin,41,Feminino,Paris,Franca,5430.89,0.0,593,6,1,1,0,Conservador,2018-10-01,0,public_kaggle_churn_modelling
C000580,15658032,Hopkins,39,Masculino,Paris,Franca,6877.24,0.0,701,2,2,1,1,Moderado,2022-09-29,0,public_kaggle_churn_modelling
C000581,15692671,Dobson,36,Masculino,Madrid,Espanha,14096.79,0.0,701,8,2,1,0,Conservador,2016-09-29,0,public_kaggle_churn_modelling
C000582,15737741,McKay,33,Feminino,Madrid,Espanha,9107.62,108431.87,607,2,2,0,1,Conservador,2022-09-27,1,public_kaggle_churn_modelling
C000583,15576352,Revell,57,Feminino,Madrid,Espanha,1000.0,0.0,586,3,2,0,1,Conservador,2021-09-26,0,public_kaggle_churn_modelling
C000584,15753719,Rickards,30,Feminino,Berlim,Alemanha,6423.1,72392.41,547,9,1,1,0,Conservador,2015-09-27,0,public_kaggle_churn_modelling
C000585,15803689,Begum,51,Feminino,Berlim,Alemanha,4579.54,119741.77,647,1,2,0,0,Conservador,2023-09-24,1,public_kaggle_churn_modelling
C000586,15718057,Onyinyechukwuka,51,Feminino,Paris,Franca,14967.9,100946.71,760,2,1,0,0,Moderado,2022-09-23,1,public_kaggle_churn_modelling
C000587,15722010,Zuyev,53,Masculino,Madrid,Espanha,2965.67,170491.84,621,9,1,1,0,Conservador,2015-09-24,1,public_kaggle_churn_modelling
C000588,15680998,Nwankwo,44,Masculino,Paris,Franca,9779.68,0.0,725,5,1,1,1,Moderado,2019-09-22,0,public_kaggle_churn_modelling
C000589,15614782,Hao,36,Masculino,Paris,Franca,13391.39,0.0,526,1,1,1,0,Conservador,2023-09-20,0,public_kaggle_churn_modelling
C000590,15591047,Ma,47,Feminino,Madrid,Espanha,12273.2,157296.02,519,6,2,0,0,Conservador,2018-09-20,1,public_kaggle_churn_modelling
C000591,15788291,Okwuadigbo,38,Feminino,Berlim,Alemanha,4716.2,144606.22,713,7,1,1,1,Moderado,2017-09-19,1,public_kaggle_churn_modelling
C000592,15604044,Mitchell,38,Masculino,Paris,Franca,1000.0,134811.3,700,8,1,1,0,Moderado,2016-09-18,0,public_kaggle_churn_modelling
C000593,15679587,Chan,34,Feminino,Paris,Franca,2091.25,115897.12,666,9,1,1,1,Arrojado,2015-09-18,0,public_kaggle_churn_modelling
C000594,15775153,Buchi,32,Masculino,Madrid,Espanha,12193.87,82034.0,630,4,1,0,0,Conservador,2020-09-15,0,public_kaggle_churn_modelling
C000595,15603925,Greco,26,Feminino,Madrid,Espanha,3191.35,174318.13,779,4,2,0,1,Arrojado,2020-09-14,0,public_kaggle_churn_modelling
C000596,15680970,Lombardi,41,Feminino,Berlim,Alemanha,13671.8,114206.84,611,2,1,1,0,Conservador,2022-09-13,0,public_kaggle_churn_modelling
C000597,15697183,Uchenna,43,Masculino,Madrid,Espanha,8984.27,0.0,685,9,2,1,0,Conservador,2015-09-14,0,public_kaggle_churn_modelling
C000598,15567446,Coffman,39,Masculino,Berlim,Alemanha,2569.88,111574.41,646,9,1,1,1,Arrojado,2015-09-13,0,public_kaggle_churn_modelling
C000599,15637476,Alexandrova,57,Feminino,Berlim,Alemanha,1000.0,162448.69,683,5,1,0,0,Conservador,2019-09-11,1,public_kaggle_churn_modelling
C000600,15714939,Fallaci,34,Feminino,Berlim,Alemanha,2811.52,148249.54,484,4,1,0,1,Moderado,2020-09-09,0,public_kaggle_churn_modelling
C000601,15683503,Hudson,43,Feminino,Paris,Franca,9243.01,0.0,601,8,3,0,1,Conservador,2016-09-09,1,public_kaggle_churn_modelling
C000602,15645569,Mai,26,Feminino,Madrid,Espanha,14137.88,123709.46,762,7,2,1,1,Arrojado,2017-09-08,0,public_kaggle_churn_modelling
C000603,15782569,Stout,72,Feminino,Paris,Franca,5819.12,0.0,687,9,1,0,1,Moderado,2015-09-08,0,public_kaggle_churn_modelling
C000604,15592387,Burke,30,Masculino,Paris,Franca,4577.21,0.0,566,5,1,1,0,Conservador,2019-09-06,1,public_kaggle_churn_modelling
C000605,15609286,Chadwick,37,Masculino,Paris,Franca,7894.04,150525.8,702,10,1,1,1,Arrojado,2014-09-06,0,public_kaggle_churn_modelling
C000606,15814035,Lawrence,29,Masculino,Paris,Franca,6699.44,0.0,601,9,1,1,1,Conservador,2015-09-05,0,public_kaggle_churn_modelling
C000607,15661249,Bellucci,53,Masculino,Paris,Franca,9275.66,0.0,699,4,2,0,1,Moderado,2020-09-02,0,public_kaggle_churn_modelling
C000608,15629117,Harper,28,Masculino,Paris,Franca,1652.86,0.0,584,10,2,1,0,Conservador,2014-09-03,0,public_kaggle_churn_modelling
C000609,15607170,Boyle,35,Masculino,Paris,Franca,6533.1,0.0,699,5,2,1,1,Moderado,2019-09-01,0,public_kaggle_churn_modelling
C000610,15586585,Duncan,51,Feminino,Berlim,Alemanha,7200.86,111018.98,698,2,1,1,0,Moderado,2022-08-30,0,public_kaggle_churn_modelling
C000611,15686611,Moss,30,Masculino,Paris,Franca,14395.8,129755.99,495,10,1,0,0,Conservador,2014-08-31,0,public_kaggle_churn_modelling
C000612,15603203,Avdeyeva,27,Feminino,Paris,Franca,1000.0,0.0,650,6,2,1,0,Conservador,2018-08-29,0,public_kaggle_churn_modelling
C000613,15619857,Crawford,64,Feminino,Paris,Franca,1133.48,129555.7,605,2,1,1,1,Moderado,2022-08-27,0,public_kaggle_churn_modelling
C000614,15805062,Lynton,38,Masculino,Madrid,Espanha,6488.91,87202.38,667,1,1,1,1,Arrojado,2023-08-26,0,public_kaggle_churn_modelling
C000615,15660271,Duncan,26,Masculino,Berlim,Alemanha,14608.06,146133.39,688,8,1,1,1,Arrojado,2016-08-26,0,public_kaggle_churn_modelling
C000616,15745295,Gether,31,Feminino,Madrid,Espanha,10145.92,0.0,727,0,1,1,0,Conservador,2024-08-23,1,public_kaggle_churn_modelling
C000617,15719352,Davidson,39,Masculino,Madrid,Espanha,7466.1,170184.99,754,6,2,1,0,Moderado,2018-08-24,0,public_kaggle_churn_modelling
C000618,15766575,Larionova,62,Feminino,Berlim,Alemanha,16119.82,140745.33,612,8,1,1,0,Conservador,2016-08-23,1,public_kaggle_churn_modelling
C000619,15594594,Loggia,42,Masculino,Madrid,Espanha,7245.42,139070.51,546,7,1,1,1,Moderado,2017-08-22,0,public_kaggle_churn_modelling
C000620,15646161,Steinhoff,37,Feminino,Madrid,Espanha,15276.57,0.0,673,8,2,1,1,Moderado,2016-08-21,0,public_kaggle_churn_modelling
C000621,15682585,Guerra,35,Masculino,Paris,Franca,5929.51,114193.24,593,9,1,1,0,Conservador,2015-08-21,0,public_kaggle_churn_modelling
C000622,15603134,Pai,40,Feminino,Madrid,Espanha,12657.26,167878.5,656,10,1,0,1,Arrojado,2014-08-20,0,public_kaggle_churn_modelling
C000623,15636444,Craig,53,Feminino,Berlim,Alemanha,6324.05,141616.55,535,5,2,1,1,Moderado,2019-08-18,0,public_kaggle_churn_modelling
C000624,15773456,Lazareva,36,Masculino,Berlim,Alemanha,7463.9,145747.67,678,3,2,0,1,Arrojado,2021-08-16,0,public_kaggle_churn_modelling
C000625,15745307,Ch'iu,48,Feminino,Madrid,Espanha,2206.32,129120.64,477,2,1,0,1,Moderado,2022-08-15,0,public_kaggle_churn_modelling
C000626,15604119,Alderete,35,Masculino,Madrid,Espanha,10529.65,110349.82,850,7,1,0,0,Moderado,2017-08-15,0,public_kaggle_churn_modelling
C000627,15626900,Kung,29,Masculino,Paris,Franca,7819.94,141325.56,427,1,1,1,1,Moderado,2023-08-13,0,public_kaggle_churn_modelling
C000628,15605447,Palermo,49,Masculino,Paris,Franca,1000.0,78653.84,752,2,1,1,0,Moderado,2022-08-12,0,public_kaggle_churn_modelling
C000629,15589030,Ts'ai,47,Masculino,Paris,Franca,12132.82,0.0,649,1,2,1,1,Moderado,2023-08-11,0,public_kaggle_churn_modelling
